"CD_RES_SECTOR","INDICATOR","MEASURE"
"11024A01-","score",2.56727033292646
"11024A02-","score",3.7064207717771
"11024A03-","score",11.3030808382593
"11024A04-","score",4.18973709209527
"11024A05-","score",2.72877665262507
"11024A072","score",5.94383103061347
"11024A09-","score",1.4121157964584
"11024A10-","score",7.6195936325053
"11024A111","score",3.3856584668829
"11024A132","score",4.19200426526441
"11024A191","score",7.77499445893624
"11024A1MA","score",3.17327432175778
"11024A1PA","score",7.78567085465021
"11024A200","score",2.16473161086904
"11024A210","score",2.16741061447488
"11024A220","score",2.02477707444079
"11024A280","score",2.7039060686379
"11024A291","score",3.39397464433186
"11024A30-","score",5.79555745868975
"11024A412","score",1.91931791428269
"11024A423","score",1.24525534811625
"11024A434","score",2.2010908280367
"11024B00-","score",5.10506680140703
"11024B012","score",7.2132525550245
"11024B08-","score",9.99870559059598
"11024B091","score",3.26923417030765
"11024B190","score",7.85923197007556
"11025A000","score",3.58220667099888
"11025A01-","score",3.51292190550988
"11025A02-","score",1.41744145267974
"11025A042","score",0.731727892616764
"11025A053","score",0.927007426539826
"11025A08-","score",1.57942301840284
"11025A091","score",5.38238841167069
"11025A184","score",2.71430621846989
"11025A19-","score",6.7719364590544
"11029A00-","score",7.60169390085202
"11029A01-","score",4.52188020902173
"11029A02-","score",3.44973116638389
"11029A041","score",9.43910919133826
"11029A07-","score",5.64191235146971
"11029A10-","score",4.74169433217591
"11029A11-","score",3.67979292720077
"11029A12-","score",3.37306794669253
"11029A13-","score",3.34060390915248
"11029A14-","score",5.34217786701233
"11029A172","score",8.01649773404288
"11029A18-","score",9.7120594683548
"11029A191","score",46.8554204179672
"11029A201","score",7.62039451716726
"11029A211","score",5.44413529238857
"11029A22-","score",5.08612793393264
"11029A232","score",8.4920687363825
"11029A242","score",3.7013965831309
"11029A301","score",9.62644114261197
"11030A00-","score",17.5292734993597
"11030A01-","score",21.3997202530368
"11030A02-","score",10.8415098425595
"11030A03-","score",14.0035516988975
"11030A091","score",12.4535804723278
"11030A10-","score",20.2505756270611
"11030A17-","score",5.78766235055541
"11035A000","score",7.83034490363263
"11035A01-","score",1.7095328471982
"11035A022","score",1.80198404169274
"11035A08-","score",1.6324944953763
"11035A091","score",5.92168682197939
"11035A10-","score",4.55997685923472
"11035A20-","score",2.65256154641593
"11035A29-","score",4.70005978685712
"11035A30-","score",11.5428546797781
"11035A39-","score",9.23014130881527
"11035B00-","score",10.6378416015403
"11035B010","score",5.23717710589026
"11035B02-","score",2.25244249229193
"11035B032","score",5.39821992818233
"11035B043","score",4.36188054745776
"11035B080","score",10.9719728468414
"11035B091","score",9.65196110795596
"11035B19-","score",4.61678387458633
"11035B2MA","score",11.2851176405045
"11035B2PA","score",4.39650101773203
"11035C00-","score",6.24887713232469
"11035C01-","score",4.47115412427339
"11035C022","score",7.01814224197357
"11035C081","score",3.0832316941199
"11035C09-","score",4.86603514492698
"11035C19-","score",6.44197049124916
"11035C29-","score",3.2666371816128
"11035C39-","score",8.42719528413368
"11035D001","score",9.04447982209159
"11035D012","score",5.82648758827449
"11035D0AA","score",2.36926594153481
"11035D0PA","score",8.88789516321033
"11035D10-","score",5.31761469746153
"11035D19-","score",7.51503731559177
"11037A01-","score",5.40498598955906
"11037A02-","score",9.27922481023298
"11037A032","score",4.67489562581165
"11037A080","score",8.10393599912041
"11037A091","score",7.04256977380455
"11037A0ON","score",8.46261108748365
"11037A10-","score",12.6438497651357
"11037A19-","score",9.67016287128534
"11037B00-","score",22.9075215985087
"11037B01-","score",13.9121485632066
"11037B022","score",24.5128417865747
"11037B091","score",13.328494329817
"11037C000","score",3.1110147731584
"11037C010","score",4.48820728764779
"11037C022","score",1.78027808844866
"11037C081","score",5.51479714317473
"11037C090","score",8.43771243534339
"11037C100","score",3.31577741043449
"11037C110","score",5.1454279921326
"11037C12-","score",5.30813012773877
"11037C180","score",6.69121793752265
"11037C19-","score",5.58442967809137
"11037C20-","score",10.5572779201989
"11038A000","score",13.0919583056371
"11038A010","score",6.10771768475481
"11038A020","score",16.0572834073936
"11038A030","score",3.76021989060317
"11038A04-","score",1.39086830634324
"11038A070","score",6.56700748772819
"11038A090","score",6.94290190785192
"11038A1AR","score",7.60980024874242
"11038A1BR","score",2.74213478299575
"11039A00-","score",9.23867313253297
"11039A010","score",4.48656779007188
"11039A02-","score",6.16227271166305
"11039A03-","score",4.82697141489601
"11039A04-","score",7.12687372757567
"11039A081","score",11.3324124531638
"11039A09-","score",15.0278869235421
"11039A10-","score",6.94284786018526
"11039A11-","score",10.5573819447113
"11039A122","score",6.71123602919786
"11039A20-","score",11.9946793686618
"11039A21-","score",10.3723947320638
"11039A22-","score",10.9107757516562
"11039A23-","score",15.9443904431235
"11039A28-","score",4.81088074781433
"11039A29-","score",13.9549338732871
"11039B000","score",5.52923346359531
"11039B01-","score",3.6193561384152
"11039B02-","score",8.91098969326432
"11039B032","score",5.56459631957457
"11039B08-","score",0.811411173691575
"11039B091","score",15.9809677454547
"11039B10-","score",8.93034123209696
"11039B19-","score",7.3387460816528
"11040A00-","score",13.3994801297502
"11040A01-","score",12.7475985553715
"11040A02-","score",7.19864944039342
"11040A03-","score",7.55167982255544
"11040A040","score",9.35008107859844
"11040A050","score",4.14613763012763
"11040A060","score",8.15670175184466
"11040A072","score",10.6965313377435
"11040A091","score",6.00343177603137
"11040A0AA","score",8.03849445254734
"11040A0PA","score",3.83718829826515
"11040A10-","score",9.18076022372354
"11040A11-","score",5.31036075496151
"11040A12-","score",5.58063529952348
"11040A13-","score",3.77437373992879
"11040A14-","score",11.130008760283
"11040A182","score",11.2113646845114
"11040A191","score",6.01492140326362
"11040A201","score",9.74646608160004
"11040A211","score",4.95180419996288
"11040A222","score",9.2085193631732
"11040A232","score",13.0114281401287
"11040A242","score",13.6744631937003
"11040A253","score",12.9790341260145
"11040A27-","score",13.4144789599604
"11040A291","score",14.4094021379815
"11040A30-","score",6.28409321670109
"11040A312","score",5.02907279733591
"11040A322","score",8.0173778893973
"11040A381","score",10.0018707221182
"11040A391","score",6.65558114720862
"11040A40-","score",4.77118582277694
"11040A410","score",6.94047545280373
"11040A480","score",2.80668255174157
"11040A50-","score",14.5532724135698
"11040A67-","score",19.7578990879322
"11044A001","score",11.5995666673543
"11044A010","score",11.4528990686024
"11044A02-","score",3.81647688785566
"11044A032","score",11.112665249743
"11044A042","score",1.64103216135978
"11044A0PN","score",15.6190964642262
"11044A10-","score",10.8467213484
"11044A112","score",2.90922500956301
"11044A21-","score",8.91643821085811
"11044B001","score",7.87449789505813
"11044B012","score",2.77766880454875
"11044B022","score",2.60864855998693
"11044B091","score",1.78018907940411
"11044B100","score",3.43463291794577
"11044B11-","score",4.63245619529023
"11044B19-","score",3.52666612735554
"11050A000","score",8.01741578460118
"11050A01-","score",7.17772640606915
"11050A02-","score",4.12321675994262
"11050A03-","score",4.52557358215795
"11050A04-","score",4.13799611895316
"11050A052","score",13.1828351655135
"11050A073","score",12.5215199735473
"11050A091","score",15.0377617841797
"11050A100","score",8.94729508987002
"11050A110","score",2.405020383983
"11050A19-","score",15.8240168087817
"11050A274","score",10.2933048198835
"11052A00-","score",8.71766277728251
"11052A010","score",2.42098032988962
"11052A02-","score",6.53745731370757
"11052A03-","score",10.9104923689103
"11052A041","score",5.91815063246654
"11052A052","score",2.06004430659332
"11052A072","score",6.00924332844227
"11052A08-","score",5.08345422544137
"11052A091","score",12.8180644180646
"11052A100","score",9.05720580388019
"11052A110","score",5.36196234661995
"11052A12-","score",11.5825706069105
"11052A180","score",8.99260178290194
"11052A200","score",10.7265444637365
"11052A212","score",17.3603482185843
"11052A28-","score",9.80993644957115
"11052A290","score",7.98747252974418
"11052A3MA","score",6.4711862135606
"11052A3PA","score",9.29359730528186
"11053A000","score",12.119141238471
"11053A02-","score",5.67663869890174
"11053A03-","score",4.87997805415612
"11053A04-","score",5.56794979515614
"11053A052","score",11.6409675168561
"11053A091","score",14.577558999477
"11053A101","score",13.9582299593432
"11053A11-","score",18.343307384914
"11053A122","score",10.6510205750853
"11053A132","score",5.06059728892717
"11053A1AA","score",3.4903712605242
"11053A1BB","score",3.59499986532111
"11053A1PA","score",7.34947575065562
"11053A1QB","score",4.55346328702527
"11053A21-","score",11.1862397636877
"11053A29-","score",16.1408885758891
"11053A381","score",16.7308081220582
"11053A391","score",7.696862966331
"11053A400","score",5.91505073540142
"11053A480","score",8.93088177093535
"11053A49-","score",15.1315598708147
"11053A512","score",10.6007401288326
"11053A591","score",8.90325819397338
"11053A610","score",14.1428770754871
"11053A622","score",1.97072414360409
"11053A681","score",7.77881546110475
"11053B000","score",11.4675971236916
"11053B01-","score",16.625941173041
"11053B022","score",6.58179248307134
"11053B033","score",4.57968588158868
"11053B081","score",10.2137336843308
"11053B09-","score",14.2137565160314
"11053B10-","score",9.09369423562623
"11053B18-","score",19.0003286289509
"11053B19-","score",18.9643350824248
"11054A00-","score",5.09897611368488
"11054A01-","score",5.96550307294984
"11054A02-","score",4.11798690896513
"11054A0AA","score",1.5265337958405
"11054A0BA","score",2.58535532009426
"11054A0CB","score",2.18106045030612
"11054A0PA","score",6.07917743510439
"11054A0QB","score",2.42385921368204
"11054A19-","score",9.74505175642501
"11054B00-","score",4.14957282348043
"11054B01-","score",5.38616082831857
"11054B022","score",2.03027925941064
"11054B08-","score",10.3465849460351
"11054B091","score",7.38020882872038
"11054C00-","score",10.2269918183621
"11054C01-","score",7.97301923983759
"11054C081","score",7.08220612240784
"11054C0AA","score",5.85951019463851
"11054C0PA","score",7.07308920894917
"11054C112","score",6.79649959439727
"11054C19-","score",14.7697255995474
"11054D00-","score",7.38364805845081
"11054D08-","score",13.949104401407
"11054D0AA","score",2.84518950147014
"11054D0PA","score",3.61806406131825
"11054D19-","score",6.4247761079066
"11054E00-","score",9.38802161391755
"11054E01-","score",8.39989888384648
"11054E022","score",1.79375342437688
"11054E08-","score",7.6896362288842
"11054E091","score",2.88154929319662
"11055A000","score",6.15218095451655
"11055A02-","score",2.75542045198098
"11055A03-","score",1.35591441062796
"11055A091","score",3.29984606449825
"11055A0BP","score",3.14249859405028
"11055A0PN","score",4.6789865188418
"11055A10-","score",11.8205068217629
"11055A11-","score",20.2472109003279
"11055A142","score",3.89666841264984
"11055A152","score",3.83839583399343
"11055A181","score",6.03734647942357
"11055A191","score",3.50431046359237
"11055A213","score",3.58010293227145
"11055A224","score",1.58121750039658
"11055A235","score",1.29615125786331
"11055A242","score",4.78387621496935
"11055A293","score",3.76338867521849
"11055A313","score",11.0570525797445
"11055B000","score",3.00906316065959
